review,date,score,place_url,name,description,address,phone,web
Lovely stop for a spritz and appetizers.  Even the crouton snacks were great.  Great time talking to the bartenders.,2 years ago,5,https://www.google.com/maps/place/Blackjack+Bar/data=!4m7!3m6!1s0x477eb1da72c6b403:0xadb3168b4099829f!8m2!3d45.4356779!4d12.3350471!16s%2Fg%2F11b7gmtds_!19sChIJA7TGctqxfkcRn4KZQIsWs60?authuser=0&hl=en&rclk=1,Blackjack Bar,"Warm circular bar offering local tapas plates alongside cocktails, spritzes & wines by the glass.","calle 30124, Calle Minelli, 1267B, 30124 Venezia VE, Italy",,https://www.facebook.com/pages/Black-Jack/157946901449707
The personalized spritz with rosé wine and the cicchetti are delicious. A quality aperitif at the right price!,2 years ago,5,https://www.google.com/maps/place/Blackjack+Bar/data=!4m7!3m6!1s0x477eb1da72c6b403:0xadb3168b4099829f!8m2!3d45.4356779!4d12.3350471!16s%2Fg%2F11b7gmtds_!19sChIJA7TGctqxfkcRn4KZQIsWs60?authuser=0&hl=en&rclk=1,Blackjack Bar,"Warm circular bar offering local tapas plates alongside cocktails, spritzes & wines by the glass.","calle 30124, Calle Minelli, 1267B, 30124 Venezia VE, Italy",,https://www.facebook.com/pages/Black-Jack/157946901449707
"Very characteristic small wine shop with competent and friendly staff.
Excellent wine, also worth trying is the Spritz Blackjack and delicious cicchetti.",2 years ago,5,https://www.google.com/maps/place/Blackjack+Bar/data=!4m7!3m6!1s0x477eb1da72c6b403:0xadb3168b4099829f!8m2!3d45.4356779!4d12.3350471!16s%2Fg%2F11b7gmtds_!19sChIJA7TGctqxfkcRn4KZQIsWs60?authuser=0&hl=en&rclk=1,Blackjack Bar,"Warm circular bar offering local tapas plates alongside cocktails, spritzes & wines by the glass.","calle 30124, Calle Minelli, 1267B, 30124 Venezia VE, Italy",,https://www.facebook.com/pages/Black-Jack/157946901449707
Fantastic Spritz and cool Negroni and also a nice corner to watch who's passing bye 🤩 …,3 years ago,5,https://www.google.com/maps/place/Blackjack+Bar/data=!4m7!3m6!1s0x477eb1da72c6b403:0xadb3168b4099829f!8m2!3d45.4356779!4d12.3350471!16s%2Fg%2F11b7gmtds_!19sChIJA7TGctqxfkcRn4KZQIsWs60?authuser=0&hl=en&rclk=1,Blackjack Bar,"Warm circular bar offering local tapas plates alongside cocktails, spritzes & wines by the glass.","calle 30124, Calle Minelli, 1267B, 30124 Venezia VE, Italy",,https://www.facebook.com/pages/Black-Jack/157946901449707
"Very good Ambiente, nice wines and the Aperol is very good. It’s perfect",10 months ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
Delicious and fresh cicchetti! Select for the Spritz 😉,a month ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
"Todo lo de picar increíble y el spritz genial, aparte de la amabilidad del camarero",2 years ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
"Excellent spritz and cicchetti, fair prices, friendly staff. Try the CINICO cinnamon Spritz",2 years ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
"Cicchetti tops. Nothing else to say, go there for one (even two) spritzes with a few shots, in the right Venetian style.",2 years ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
"Spritz and Cicchetti at top prices near Piazzale Roma.
Don't let the location fool you, there is room for everyone",a year ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
The spritz was also one of the best I've ever had!,a year ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
Una maravilla de bar en un rincón de San Pantaleón. Los Spritzs inmejorables. El ambiente muy muy agradable.,11 months ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
Cool place to have some local tapas and spritz. I would recommend if you want to have casual fun.,3 years ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
"I loved this beautiful, classy, elegant bar which serves delicious cichetti and the best Spritz in Venezia! We just want to come back. Thank you for this joyful moment!",a year ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
"The only flaw: the Spritz which had a strange aftertaste, it tasted like soap.",3 years ago,4,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
"The best in Venice!
Excellent food quality, excellent spritz.
I will definitely be back!!",a year ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
"Those who ""cicchetti"" on the spot and spritz galore... Definitely worth trying with a group and the right company",10 months ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
"Cute and nice place with a cosy atmosphere. The staff was very friendly, they prepared a great spritz, also the cicchetti are fresh and really delicious! Totally recommended!",a year ago,5,https://www.google.com/maps/place/El+Sbarlefo+San+Pantalon/data=!4m7!3m6!1s0x477eb1cf50096e93:0x9e70ea2ec5e32b20!8m2!3d45.4356761!4d12.3250737!16s%2Fg%2F1pp2tk8gv!19sChIJk24JUM-xfkcRICvjxS7qcJ4?authuser=0&hl=en&rclk=1,El Sbarlefo San Pantalon,,"Calle S. Pantalon, 3757, 30123 Venezia VE, Italy",+39 041 524 6650,http://www.elsbarlefo.it/
